source,name,cluster_id_real
addoway.com,package quantity,11_package quantity
suntekstore.com,reference us size,11_available_us_size
addoway.com,size (women's),11_women_size
edel-optics.ae,ean,12_ean
edel-optics.at,ean,12_ean
edel-optics.be,ean,12_ean
edel-optics.bg,ean,12_ean
edel-optics.ca,ean,12_ean
edel-optics.ch,ean,12_ean
edel-optics.cl,ean,12_ean
edel-optics.co,ean,12_ean
edel-optics.co.id,ean,12_ean
edel-optics.co.il,ean,12_ean
edel-optics.co.za,ean,12_ean
edel-optics.com.br,ean,12_ean
edel-optics.com.cy,ean,12_ean
edel-optics.com.mt,ean,12_ean
edel-optics.com.tr,ean,12_ean
edel-optics.com.ve,ean,12_ean
edel-optics.cz,ean,12_ean
edel-optics.de,ean,12_ean
edel-optics.ee,ean,12_ean
edel-optics.es,ean,12_ean
edel-optics.fi,ean,12_ean
edel-optics.fr,ean,12_ean
edel-optics.gr,ean,12_ean
edel-optics.hr,ean,12_ean
edel-optics.hu,ean,12_ean
edel-optics.ie,ean,12_ean
edel-optics.in,ean,12_ean
edel-optics.it,ean,12_ean
edel-optics.lt,ean,12_ean
edel-optics.lv,ean,12_ean
edel-optics.mx,ean,12_ean
edel-optics.my,ean,12_ean
edel-optics.no,ean,12_ean
edel-optics.pl,ean,12_ean
edel-optics.pt,ean,12_ean
edel-optics.ro,ean,12_ean
edel-optics.ru,ean,12_ean
edel-optics.se,ean,12_ean
edel-optics.si,ean,12_ean
edel-optics.sk,ean,12_ean
edel-optics.tw,ean,12_ean
cmc-versand.de,ean,12_ean
pricesearcher.com,ean,12_ean
toolteam24.com,gtin code (ean),12_ean
tweakers.net,ean,12_ean
budkoo.com,ean,12_ean
suoniamo.net,ean,12_ean
wmf.com,ean,12_ean
edel-optics.co.id,productline,103_productline
edel-optics.co.za,productline,103_productline
edel-optics.com.br,productline,103_productline
edel-optics.ie,productline,103_productline
edel-optics.sk,productline,103_productline
edel-optics.com.tr,productline,103_productline
edel-optics.ee,productline,103_productline
edel-optics.no,productline,103_productline
edel-optics.ca,productline,103_productline
edel-optics.hr,productline,103_productline
edel-optics.pt,productline,103_productline
edel-optics.si,productline,103_productline
edel-optics.cz,productline,103_productline
edel-optics.in,productline,103_productline
edel-optics.lt,productline,103_productline
edel-optics.ae,productline,103_productline
edel-optics.com.cy,productline,103_productline
edel-optics.ru,productline,103_productline
edel-optics.com.mt,productline,103_productline
edel-optics.lv,productline,103_productline
edel-optics.tw,productline,103_productline
edel-optics.my,productline,103_productline
edel-optics.gr,productline,103_productline
edel-optics.bg,productline,103_productline
edel-optics.co.il,productline,103_productline
edel-optics.com.ve,familia de productos,103_productline
edel-optics.co,familia de productos,103_productline
edel-optics.es,familia de productos,103_productline
edel-optics.at,kollektion,103_productline
edel-optics.de,kollektion,103_productline
edel-optics.ch,kollektion,103_productline
edel-optics.be,gamme de produits,103_productline
edel-optics.ca,gamme de produits,103_productline
edel-optics.fr,gamme de produits,103_productline
edel-optics.ch,gamme de produits,103_productline
edel-optics.ch,famiglia di prodotti,103_productline
edel-optics.it,famiglia di prodotti,103_productline
edel-optics.co.za,productlijn,103_productline
edel-optics.be,productlijn,103_productline
edel-optics.pl,linia produktów,103_productline
edel-optics.ro,familie,103_productline
edel-optics.fi,tuotesarja,103_productline
edel-optics.hu,termékcsalád,103_productline
edel-optics.se,produktfamilj,103_productline
edel-optics.mx,familia de productos,103_productline
edel-optics.cl,familia de productos,103_productline
wmf.com,kollektion,103_productline
edel-optics.cz,barva skel,91_lens_colour
edel-optics.hr,boja stakla,91_lens_colour
edel-optics.com.tr,cam rengi,91_lens_colour
edel-optics.ro,culoarea lentilei,91_lens_colour
edel-optics.be,kleur van het glas,91_lens_colour
edel-optics.co.za,kleur van het glas,91_lens_colour
edel-optics.pl,kolor szkieł,91_lens_colour
edel-optics.com.mt,kulur tal-lenti,91_lens_colour
edel-optics.hu,lencsék színe,91_lens_colour
edel-optics.fi,linssin väri,91_lens_colour
edel-optics.es,color del cristal,91_lens_colour
edel-optics.be,couleur de verre,91_lens_colour
edel-optics.sk,farba skla,91_lens_colour
edel-optics.no,glassfarge,91_lens_colour
edel-optics.co.id,warna lensa,91_lens_colour
edel-optics.si,barva stekel,91_lens_colour
edel-optics.ca,couleur de verre,91_lens_colour
edel-optics.se,glasfärg,91_lens_colour
edel-optics.ee,klaasi värv,91_lens_colour
edel-optics.lv,lēcu krāsa,91_lens_colour
edel-optics.lt,stiklo spalva,91_lens_colour
galeria-kaufhof.de,glasfarbe,91_lens_colour
linsendeal.de,glasfarbe,91_lens_colour
edel-optics.ca,lens colour,91_lens_colour
edel-optics.co.za,lens colour,91_lens_colour
edel-optics.ie,lens colour,91_lens_colour
edel-optics.in,lens colour,91_lens_colour
edel-optics.com.mt,lens colour,91_lens_colour
edel-optics.tw,lens colour,91_lens_colour
edel-optics.co,color del cristal,91_lens_colour
edel-optics.ch,glasfarbe,91_lens_colour
edel-optics.at,glasfarbe,91_lens_colour
edel-optics.de,glasfarbe,91_lens_colour
edel-optics.ch,couleur de verre,91_lens_colour
edel-optics.fr,couleur de verre,91_lens_colour
edel-optics.ch,colore delle lenti,91_lens_colour
edel-optics.it,colore delle lenti,91_lens_colour
edel-optics.my,lens colour,91_lens_colour
edel-optics.com.cy,lens colour,91_lens_colour
edel-optics.mx,color del cristal,91_lens_colour
edel-optics.com.ve,color del cristal,91_lens_colour
edel-optics.cl,color del cristal,91_lens_colour
edel-optics.com.br,cor das lentes,91_lens_colour
edel-optics.pt,cor das lentes,91_lens_colour
edel-optics.co.za,bridge size,100_bridge_size
edel-optics.com.cy,bridge size,100_bridge_size
edel-optics.com.mt,bridge size,100_bridge_size
edel-optics.my,bridge size,100_bridge_size
edel-optics.ca,bridge size,100_bridge_size
edel-optics.ie,bridge size,100_bridge_size
edel-optics.in,bridge size,100_bridge_size
edel-optics.tw,bridge size,100_bridge_size
edel-optics.cl,medida puente,100_bridge_size
edel-optics.com.ve,medida puente,100_bridge_size
edel-optics.es,medida puente,100_bridge_size
edel-optics.mx,medida puente,100_bridge_size
edel-optics.co,medida puente,100_bridge_size
edel-optics.com.br,medida da ponte nasal,100_bridge_size
edel-optics.pt,medida da ponte nasal,100_bridge_size
edel-optics.de,stegbreite in mm,100_bridge_size
edel-optics.ch,stegbreite in mm,100_bridge_size
edel-optics.at,stegbreite in mm,100_bridge_size
edel-optics.ch,ponte infralenti,100_bridge_size
edel-optics.it,ponte infralenti,100_bridge_size
edel-optics.be,dimension du pont nasal,100_bridge_size
edel-optics.fr,dimension du pont nasal,100_bridge_size
edel-optics.ca,dimension du pont nasal,100_bridge_size
edel-optics.ch,dimension du pont nasal,100_bridge_size
edel-optics.no,bredde mellom glassene,100_bridge_size
edel-optics.co.za,breedte van de neusbrug,100_bridge_size
edel-optics.be,breedte van de neusbrug,100_bridge_size
edel-optics.si,širina mostička,100_bridge_size
edel-optics.cz,šířka můstku,100_bridge_size
edel-optics.pl,szerokość mostka,100_bridge_size
edel-optics.hr,širina mosta,100_bridge_size
edel-optics.sk,šírka nosníka,100_bridge_size
edel-optics.ee,prillisanga laius,100_bridge_size
edel-optics.se,näsbryggans bredd,100_bridge_size
edel-optics.lv,tiltiņa platums,100_bridge_size
edel-optics.hu,lencsék közötti keret mérete,100_bridge_size
edel-optics.com.tr,köprü uzunluğu,100_bridge_size
edel-optics.fi,nenäsilta,100_bridge_size
edel-optics.lt,atstumas tarp lęšių,100_bridge_size
edel-optics.ro,dimensiunea ramei între lentile,100_bridge_size
edel-optics.co.id,lebar sambungan,100_bridge_size
edel-optics.com.mt,wisa' tal-virga,100_bridge_size
edel-optics.ca,sizes & details,101_glass_size
edel-optics.ie,sizes & details,101_glass_size
edel-optics.in,sizes & details,101_glass_size
edel-optics.tw,sizes & details,101_glass_size
edel-optics.co.za,sizes & details,101_glass_size
edel-optics.com.cy,sizes & details,101_glass_size
edel-optics.com.mt,sizes & details,101_glass_size
edel-optics.my,sizes & details,101_glass_size
edel-optics.es,dimensiones y detalles,101_glass_size
edel-optics.mx,dimensiones y detalles,101_glass_size
edel-optics.com.ve,dimensiones y detalles,101_glass_size
edel-optics.cl,dimensiones y detalles,101_glass_size
edel-optics.co,dimensiones y detalles,101_glass_size
edel-optics.co.id,ukuran dan detail,101_glass_size
edel-optics.com.br,dimensões e detalhes,101_glass_size
edel-optics.pt,dimensões e detalhes,101_glass_size
edel-optics.de,verfügbare größen,101_glass_size
edel-optics.ch,verfügbare größen,101_glass_size
edel-optics.at,verfügbare größen,101_glass_size
edel-optics.it,misure e dettagli,101_glass_size
edel-optics.ch,misure e dettagli,101_glass_size
edel-optics.ch,dimensions et détails,101_glass_size
edel-optics.be,dimensions et détails,101_glass_size
edel-optics.ca,dimensions et détails,101_glass_size
edel-optics.fr,dimensions et détails,101_glass_size
edel-optics.co.za,maten & details,101_glass_size
edel-optics.be,maten & details,101_glass_size
edel-optics.com.tr,ebatlar ve ayrıntılar,101_glass_size
edel-optics.se,storlekar & detaljer,101_glass_size
edel-optics.si,velikosti in podrobnosti,101_glass_size
edel-optics.ee,suurused ja üksikasjad,101_glass_size
edel-optics.fi,koot & yksityiskohdat,101_glass_size
edel-optics.hr,veličine i pojedinosti,101_glass_size
edel-optics.lt,dydžiai & detalės,101_glass_size
edel-optics.ro,dimensiuni & detalii,101_glass_size
edel-optics.sk,veľkosti a detaily,101_glass_size
edel-optics.no,størrelser og informasjon,101_glass_size
edel-optics.pl,rozmiary i detale,101_glass_size
edel-optics.cz,velikosti a podrobnosti,101_glass_size
edel-optics.com.mt,daqsijiet u dettalji,101_glass_size
edel-optics.lv,izmēri un papildinformācija,101_glass_size
edel-optics.hu,méretek és részletek,101_glass_size
edel-optics.ca,frame style,102_frame_style
edel-optics.co.za,frame style,102_frame_style
edel-optics.com.cy,frame style,102_frame_style
edel-optics.com.mt,frame style,102_frame_style
edel-optics.ie,frame style,102_frame_style
edel-optics.in,frame style,102_frame_style
edel-optics.my,frame style,102_frame_style
edel-optics.tw,frame style,102_frame_style
edel-optics.cl,forma de la montura,102_frame_style
edel-optics.co,forma de la montura,102_frame_style
edel-optics.com.ve,forma de la montura,102_frame_style
edel-optics.es,forma de la montura,102_frame_style
edel-optics.mx,forma de la montura,102_frame_style
edel-optics.com.br,formato da armação,102_frame_style
edel-optics.pt,formato da armação,102_frame_style
edel-optics.be,forme de monture,102_frame_style
edel-optics.ch,forme de monture,102_frame_style
edel-optics.fr,forme de monture,102_frame_style
edel-optics.be,model montuur,102_frame_style
edel-optics.co.za,model montuur,102_frame_style
edel-optics.ca,forme de monture,102_frame_style
edel-optics.se,bågform,102_frame_style
edel-optics.ch,forma della montatura,102_frame_style
edel-optics.it,forma della montatura,102_frame_style
edel-optics.at,brillengestell,102_frame_style
edel-optics.ch,brillengestell,102_frame_style
edel-optics.no,innfatningens form,102_frame_style
edel-optics.de,brillengestell,102_frame_style
edel-optics.sk,tvar rámu,102_frame_style
edel-optics.pl,kształt oprawek,102_frame_style
edel-optics.si,oblika okvirja,102_frame_style
edel-optics.hr,oblik okvira,102_frame_style
edel-optics.lt,rėmelių forma,102_frame_style
edel-optics.cz,tvar obruby,102_frame_style
edel-optics.ee,raami kuju,102_frame_style
edel-optics.com.mt,għamla tal-frejm,102_frame_style
edel-optics.fi,kehyksen muoto,102_frame_style
edel-optics.com.tr,çerçeve şekli,102_frame_style
edel-optics.ro,formă rame,102_frame_style
edel-optics.hu,keret forma,102_frame_style
edel-optics.lv,ietvara forma,102_frame_style
edel-optics.co.id,bentuk rangka,102_frame_style
edel-optics.ro,lungimea tijei,104_temple_length
edel-optics.com.mt,tul tal-widna,104_temple_length
edel-optics.no,stanglengde,104_temple_length
edel-optics.lv,kājiņu garums,104_temple_length
edel-optics.lt,kojelės ilgis,104_temple_length
edel-optics.ee,prillisanga pikkus,104_temple_length
edel-optics.hr,dužina krila,104_temple_length
edel-optics.cz,délka stranic,104_temple_length
edel-optics.com.tr,gözlük sapların uzunluğu,104_temple_length
edel-optics.hu,rudacskák hossza,104_temple_length
edel-optics.co.id,panjang gagang,104_temple_length
edel-optics.fi,aisan pituus,104_temple_length
edel-optics.se,skalmlängd,104_temple_length
edel-optics.si,dolžina ročk,104_temple_length
edel-optics.pl,długość zausznika,104_temple_length
edel-optics.sk,dĺžka straníc,104_temple_length
edel-optics.ca,temple length,104_temple_length
edel-optics.com.cy,temple length,104_temple_length
edel-optics.co.za,temple length,104_temple_length
edel-optics.com.mt,temple length,104_temple_length
edel-optics.ie,temple length,104_temple_length
edel-optics.in,temple length,104_temple_length
edel-optics.co,largo de las varillas,104_temple_length
edel-optics.de,bügellänge in mm,104_temple_length
edel-optics.tw,temple length,104_temple_length
edel-optics.my,temple length,104_temple_length
edel-optics.com.ve,largo de las varillas,104_temple_length
edel-optics.mx,largo de las varillas,104_temple_length
edel-optics.cl,largo de las varillas,104_temple_length
edel-optics.es,largo de las varillas,104_temple_length
edel-optics.pt,comprimento das hastes,104_temple_length
edel-optics.com.br,comprimento das hastes,104_temple_length
edel-optics.it,lunghezza delle stanghette,104_temple_length
edel-optics.ch,lunghezza delle stanghette,104_temple_length
edel-optics.ca,longueur des branches,104_temple_length
edel-optics.fr,longueur des branches,104_temple_length
edel-optics.be,longueur des branches,104_temple_length
edel-optics.ch,longueur des branches,104_temple_length
edel-optics.ch,bügellänge in mm,104_temple_length
edel-optics.at,bügellänge in mm,104_temple_length
edel-optics.co.za,lengte van de pootjes,104_temple_length
edel-optics.be,lengte van de pootjes,104_temple_length
golfsuppliesexpress.com,brand,10_brand
hunterauthority.com,manufacturer,10_brand
purchaze.com,manufacturer,10_brand
golfsuppliesexpress.com,manufacturer,10_brand
mas-fashion.com,brand,10_brand
fitnessgearexpress.com,brand,10_brand
northerntool.com,brand,10_brand
specsandlens.com,brand,10_brand
cmonwealth.com,brand,10_brand
mensclothingexpress.com,brand,10_brand
budkoo.com,manufacturer,10_brand
cmonwealth.com,manufacturer,10_brand
mensclothingexpress.com,manufacturer,10_brand
cmc-versand.de,marke,10_brand
addoway.com,brand,10_brand
budkoo.com,brand,10_brand
hunterauthority.com,brand,10_brand
istyle99.com,brand,10_brand
shopclues.com,brand,10_brand
solebox.com,brand,10_brand
thewallethut.com,brand,10_brand
tmart.com,brand,10_brand
uhr24.de,marke,10_brand
wmf.com,marke,10_brand
mas-fashion.com,manufacturer,10_brand
addoway.com,manufacturer,10_brand
fitnessgearexpress.com,manufacturer,10_brand
furniturelandsouth.com,manufacturer,10_brand
katom.com,manufacturer,10_brand
organic-store.eu,manufacturer,10_brand
thewallethut.com,manufacturer,10_brand
edel-optics.no,innfatningsmateriale,17_material
edel-optics.at,rahmenmaterial,17_material
edel-optics.ch,rahmenmaterial,17_material
edel-optics.de,rahmenmaterial,17_material
edel-optics.se,material bågar,17_material
edel-optics.ee,raami materjal,17_material
edel-optics.com.mt,materjal tal-frejm,17_material
cosplaysupplies.com,material,17_material
tmart.com,material,17_material
linsendeal.de,material,17_material
edel-optics.sk,materiál rámu,17_material
edel-optics.cz,materiál obrub,17_material
rockywoods.com,content,17_material
istyle99.com,fabric,17_material
shopclues.com,fabric,17_material
suntekstore.com,fabric,17_material
tmart.com,fabric,17_material
fashionmia.com,jewelry material,17_material
addnature.com,material,17_material
addoway.com,material,17_material
fashionmia.com,material,17_material
igotitfreeonline.com,material,17_material
ikaros.net,material,17_material
northerntool.com,material,17_material
pulsiva.com,material,17_material
purchaze.com,material,17_material
shopclues.com,material,17_material
trickandroll.com,material,17_material
fashionmia.com,top material,17_material
edel-optics.ca,frame material,108_frame_material
edel-optics.co.za,frame material,108_frame_material
edel-optics.com.cy,frame material,108_frame_material
edel-optics.com.mt,frame material,108_frame_material
edel-optics.ie,frame material,108_frame_material
edel-optics.in,frame material,108_frame_material
edel-optics.my,frame material,108_frame_material
edel-optics.tw,frame material,108_frame_material
edel-optics.be,matière de la monture,108_frame_material
edel-optics.ca,matière de la monture,108_frame_material
edel-optics.ch,matière de la monture,108_frame_material
edel-optics.fr,matière de la monture,108_frame_material
edel-optics.co.id,bahan bingkai,108_frame_material
edel-optics.hr,materijal za okvir,108_frame_material
edel-optics.ro,material rame,108_frame_material
edel-optics.com.tr,çerçeve malzemesi,108_frame_material
edel-optics.cl,material de la montura,108_frame_material
edel-optics.co,material de la montura,108_frame_material
edel-optics.com.ve,material de la montura,108_frame_material
edel-optics.es,material de la montura,108_frame_material
edel-optics.mx,material de la montura,108_frame_material
edel-optics.com.br,material da armação,108_frame_material
edel-optics.pt,material da armação,108_frame_material
dx.com,frame material,108_frame_material
eurooptic.com,size,0_size
northerntool.com,size,0_size
jmichaelsclothiers.com,size,0_size
tmart.com,size,0_size
katom.com,size,0_size
istyle99.com,size,0_size
suntekstore.com,size,0_size
mcguirearmynavy.com,size,0_size
uhrzeit.org,grubość koperty,0_case_thickness
addoway.com,size,0_size
budkoo.com,size,0_size
cosplaysupplies.com,size,0_thickness
pricesearcher.com,size,0_size
cmc-versand.de,uvp,0_price
pusatgrosirtasmurah.com,our price,28_seller_price
grosirtascantik.com,our price,28_seller_price
cantupneus.com.br,largura (mm),28_width
tweakers.net,totaal,28_seller_price
cmc-versand.de,preis,28_seller_price
absatzplus.com,brutto rechnungsbetrag,28_gross_price
addoway.com,chest,28_chest_size
rentreediscount.com,longueur,28_length
jmichaelsclothiers.com,our price,28_seller_price
mcguirearmynavy.com,our price,28_seller_price
neurika.com,peso (gr),28_weight
bux.cz,počet stran,28_nb_pages
addnature.com,vikt,28_weight
ikaros.net,vikt,28_weight
organic-store.eu,"volume, ml",28_volume_ml
addoway.com,waist size,28_waist_size
organic-store.eu,"weight, g",28_weight
shurik-ua.com,емкость заряжаемого аккумулятора max,28_battery_capacity
pneustore.com.br,largura,28_width
edel-optics.in,gender,37_gender
igotitfreeonline.com,gender,37_gender
eurooptic.com,gender,37_gender
pricesearcher.com,gender,37_gender
tmart.com,gender,37_gender
organic-store.eu,gender,37_gender
edel-optics.ca,gender,37_gender
edel-optics.co.za,gender,37_gender
edel-optics.com.cy,gender,37_gender
edel-optics.com.mt,gender,37_gender
edel-optics.ie,gender,37_gender
edel-optics.my,gender,37_gender
edel-optics.tw,gender,37_gender
addoway.com,gender,37_gender
dx.com,gender,37_gender
shopclues.com,ideal for,37_gender
edel-optics.de,sonnenbrillen für,80_gender
edel-optics.ch,brillen für,80_gender
edel-optics.de,brillen für,80_gender
edel-optics.at,optische brillen für,80_gender
edel-optics.at,carrera für,80_gender
edel-optics.ch,carrera für,80_gender
edel-optics.ch,ray-ban für,80_gender
edel-optics.de,ray-ban für,80_gender
edel-optics.at,sonnenbrillen für,80_gender
edel-optics.ch,sonnenbrillen für,80_gender
linsendeal.de,für,80_gender
edel-optics.de,carrera für,80_gender
pulsiva.com,geschlecht,80_gender
mensclothingexpress.com,upc,22_upc
cmonwealth.com,upc,22_upc
mas-fashion.com,upc,22_upc
alibris.com,upc,22_upc
budkoo.com,upc,22_upc
eurooptic.com,upc,22_upc
fitnessgearexpress.com,upc,22_upc
golfsuppliesexpress.com,upc,22_upc
hunterauthority.com,upc,22_upc
suoniamo.net,upc,22_upc
thewallethut.com,upc,22_upc
addoway.com,ean,22_ean
usedcourtenaycomox.com,category,7_clothing_category
usedcowichan.com,category,7_clothing_category
usednanaimo.com,category,7_clothing_category
usedottawa.com,category,7_clothing_category
usedpei.com,category,7_clothing_category
usedvancouver.com,category,7_clothing_category
usedvictoria.com,category,7_clothing_category
